id,description,Ollama_Response
340291,"Description of problem:
test -n doesn't seem to work.
It is stated in the man that
""STRING equivalent to -n STRING"",
however, the following script
prints ""14"", which is impossible.
---
if test -n ""$@""; then
   echo -n 1
else
   echo -n 2
fi
if test ""$@""; then
   echo -n 3
else
   echo -n 4
fi
echo
---

Version-Release number of selected component (if applicable):
coreutils-6.9-3.fc7

How reproducible:
always

Steps to Reproduce:
1. Run the attached script
  
Actual results:
14

Expected results:
24

Additional info:
Well, I know that such a bugs are very
unlikely, and I might be missing something
obvious. Or maybe it is just a documentation
error, and -n means something very different...","```bash
if test -n ""$@""; then echo -n 1; else echo -n 2; fi; if test ""$@""; then echo -n 3; else echo -n 4; fi; echo
```"
313401,"Description of problem:
date --help, man date and info date now omit --iso option

Version-Release number of selected component (if applicable):

$ rpm -q coreutils
coreutils-5.97-12.5.fc6
$ rpm -ql coreutils | grep date
/bin/date
/usr/share/man/man1/date.1.gz
$ rpm -ql coreutils | grep info
/usr/share/info/coreutils.info.gz

How reproducible:
every time

Steps to Reproduce:
1. date --help or man date or info date
2. search for --iso
3.
  
Actual results:
not found

Expected results:
documentation of date --iso

Additional info:

$ date --iso=sec
2007-09-30T20:38:15-0400
$ date --help | grep iso
$","date --help  
man date  
info date"
305341,"Description of problem:

If you set the set[ug]id bits on a directory (or file). You can't take them off.

e.g in say /tmp

$ umask
0007

$ mkdir testdir
$ ls -ld testdir
drwxrwx---

$ chmod 2770 testdir
$ ls -ld testdir
drwxrws---

$ chmod 770 testdir
$ ls -ld testdir
drwxrws---

(Sticky bit still present)

Under FC6 the final chmod gives drwxrwx---

strace snippet of chmod 700 testdir shows 

fchmodat(AT_FDCWD, ""testdir"", 02770)    = 0

Version-Release number of selected component (if applicable):

glibc-2.6-4

How reproducible:

100%

Steps to Reproduce:

1. Create a directory
2. Set the group and/or user bits on the directory
3. Try to remove the sticky bits
  
Actual results:

Sticky bits remain

Expected results:

Sticky bits should be removed 

Additional info:

Tested on both x86 and x86_64","```bash
mkdir testdir
chmod 2770 testdir
chmod 770 testdir
ls -ld testdir
```"
299121,"foo=
/usr/bin/[ -n $[foo} ] && echo true

Prints ""true"".

Either the command should produce an error, since after expansion the ${foo} 
drops out and the ] gets interpreted as the argument to -n, which means that 
the command is missing a terminating ], or if you want to be forgiving and say 
that the command can assume that there was a variable that got expanded out of 
existence, then the command should return a non-zero exit status, since that 
variable was empty.","```bash
foo=
/usr/bin/[ -n $[foo} ] && echo true
```"
280331,"Description of problem:
With selinux as permissive, cp --preserve=all on NFS fails.
Copy is empty (0 bytes)

Version: Fedora 7 64 bits up-to-date on Sep 6th (problem also occuring with FC6).

Steps to Reproduce:
cd /partition  (NFS mounted, for instance localhost:/partition; so NFS server
                 and NFS client are FC7-64)
rm -f toto*
date > toto1
cp -i -a toto1 toto2
cp -i -a toto1 toto2
ls -l toto*

Actual results:
-rw-r--r-- 1 beig hard 30 Sep  6 13:17 toto1
-rw-r--r-- 1 beig hard  0 Sep  6 13:17 toto2     <<< BUG!



Expected results:
-rw-r--r-- 1 beig hard 30 Sep  6 13:17 toto1
-rw-r--r-- 1 beig hard 30 Sep  6 13:17 toto2      <<< CORRECT


Additional info:
strace may give hints (getxattr failures??)","```
cd /partition
rm -f toto*
date > toto1
cp -i --preserve=all toto1 toto2
ls -l toto*
```"
251800,"Description of problem:
command install sets wrong permissions

Version-Release number of selected component (if applicable):
coreutils-6.9-3.fc7

How reproducible:
install /home/vikram/Desktop/RPM-GPG-KEY-AL-CAPCOM /etc/pki/rpm-gpg/

Steps to Reproduce:
1.install /home/vikram/Desktop/RPM-GPG-KEY-AL-CAPCOM /etc/pki/rpm-gpg/
2.
3.
  
Actual results:
-rwxr-xr-x 1 root root 1.7K 2007-08-11 17:50 RPM-GPG-KEY-AL-CAPCOM*

Expected results:
-rw-r--r-- 1 root root 1.7K 2007-08-11 17:50 RPM-GPG-KEY-AL-CAPCOM

Additional info:",install /home/vikram/Desktop/RPM-GPG-KEY-AL-CAPCOM /etc/pki/rpm-gpg/
251653,"Description of problem:
rm -f kills files even if the user doesn't have write permission.
But it doesn't remove directories

Version-Release number of selected component (if applicable):
all versions of core utils.

How reproducible:
always

Steps to Reproduce:
1. mkdir -p a/b/c
2. chmod 0 a
3. rm -rf a
  
Actual results:
""a"" is not removed even if rm could change its permission. The unix manual
incorrectly states that one should do chown +rwx first. This is incorrect,
because some of files could be hard-linked to others. Oh, ther


Expected results:
I'd expect rm to try hard to remove the directory by changing its mode. If it
can't remove the directory it should restore the mode. It would be even better
if it try to chmod just to read and then chmod just to x to remove subdirs.
It's hard to do safely and simply by shell script.



Additional info:",None
250089,"Also affects Fedora.

+++ This bug was initially created as a clone of Bug #250077 +++

Description of problem:

When using du against a directory target that contains, whithin its tree,
non-accessible directories, du will not report the size of these. Since stat can
get the size, du should do it as well. Moreover, in the code it seems that this
was the intention, but a code bug has prevented this tool to report the size of
these directories:

--
                } else if ((sp->fts_child = fts_build(sp, BREAD)) == NULL) {
                        if (ISSET(FTS_STOP))
                                return (NULL);
                        /* If fts_build's call to fts_safe_changedir failed
                           because it was not able to fchdir into a
                           subdirectory, tell the caller.  */

 			   because it was not able to fchdir into a
 			   subdirectory, tell the caller.  */
 			if (p->fts_errno)
-				p->fts_info = FTS_ERR;
+				if (p->fts_info != FTS_DNR)
+			    		p->fts_info = FTS_ERR;
 			/* FIXME: see if this should be in an else block */
 			LEAVE_DIR (sp, p, ""2"");
 			return (p);
--

fts_build will return NULL on problems, and if it couldn't opendir() a directory
it will set the flag fts_info to FTS_DNR which is an unreadable directory.
So not checking if we just reset the flag and avoid counting the size of that
directory, however, if we remember it, we can then stat and count its size.

Version-Release number of selected component (if applicable):
5.2.1

How reproducible:
Always

Steps to Reproduce:

1. cd /tmp
2. mkdir -p du_test/unreadable
3. du -a -b du_test
   4096    du_test/unreadable
   8192    du_test
4. chmod 000 du_test/unreadable
5. du -b -a du_test
   du: `du_test/unreadable': Permission denied
   4096    du_test
  
Actual results:
   du: `du_test/unreadable': Permission denied
   4096    du_test

Only the directories that can be readable are counted.

Expected results:
  du test
  4       test/dir
  du: cannot read directory `test/unreachable-dir': Permission denied
  12      test

Additional info:
Patch attached by Bryan Mason <bjmason@redhat.com>

Let me know if you need anything else,

-- Additional comment from jplans@redhat.com on 2007-07-30 07:47 EST --
Created an attachment (id=160237)
Fix report size of unredable subdirectories.


-- Additional comment from meyering@redhat.com on 2007-07-30 08:10 EST --
Nice one!  Thanks.
That's a bug upstream, too.","```bash
cd /tmp
mkdir -p du_test/unreadable
du -a -b du_test
chmod 000 du_test/unreadable
du -b -a du_test
```"
249421,"Description of problem: sort -R is *not* random

Version-Release number of selected component (if applicable): coreutils-6.9-3.fc7

How reproducible:
Easy

Steps to Reproduce:
1. cat /etc/passwd | sort -R
  
Actual results:
Results are sorted alphabetically 

Expected results:
Results should be sorted randomly",cat /etc/passwd | sort -R
248591,"Description of problem:
The i and u switches for the cp command do not work correctly.

Version-Release number of selected component (if applicable):
FC7

How reproducible:
Able to reproduce at will.

Steps to Reproduce:
1. Create a file (file1).
2. Create another file (file2) with the same name in another directory.
3. Make sure file1 has an older file modified date than file2.
4. Use cp -iu to copy file to the directory in the same place as file2.
  
Actual results:
You will be prompted to overwrite file2.

Expected results:
You should not be prompted. The u switch indicates that the file should only be
copied if file1 is newer than file2.

Additional info:
It prompts you no matter what. And no matter what you pick at the prompt,
nothing will happen. It should not prompt, I have tested other flavors and they
do not prompt. (Note there was no cp Component, so I selected another)","```bash
touch -d '1 day ago' file1
touch file2
cp -iu file1 /path/to/directory/with/file2
```"
245596,"Description of problem:
Whenever a console is opened or a user is changed in console (ie su -) this
message appears before the prompt:

df: no file systems processed

Version-Release number of selected component (if applicable):

coreutils-6.9-2.fc7

How reproducible:



Steps to Reproduce:
1.
2.
3.
  
Actual results:


Expected results:


Additional info:

Here is someone else with the same problem:
http://www.linuxquestions.org/questions/showthread.php?t=558869",None
243517,"Description of problem:
chmod cannot turn off  directory ""set user ID"" and ""set group ID"" bits using
numeric mode (octal permissions).

Version-Release number of selected component (if applicable):
# rpm -qf `which chmod`
coreutils-6.9-2.fc7


How reproducible:


Steps to Reproduce:
1. Enter command ""mkdir testdir"", then ""ls -ld testdir""
   ""drwxr-xr-x 2 root root 1024 2007-06-09 11:31 testdir"" is displayed.

2. Enter command ""chmod 7777 testdir"", then ""ls -ld testdir""
   ""drwsrwsrwt 2 root root 1024 2007-06-09 11:31 testdir"" is displayed.

3. Enter command ""chmod 777 testdir"" (or ""chmod 0777 testdir""), then ""ls -ld
testdir""

Actual results:
   ""drwsrwsrwx 2 root root 1024 2007-06-09 11:31 testdir"" is displayed (only the
""sticky bit"" is turned off).

Expected results:
   ""drwxrwxrwx 2 root root 1024 2007-06-09 11:31 testdir"" should be displayed
(""set user ID"", ""set group ID"" and ""sticky bit"" all turned off).

Additional info:
Tested on ext3 partitions, both under LVM and not.  Regular files have their
modes altered as expected","mkdir testdir  
chmod 7777 testdir  
chmod 777 testdir  
ls -ld testdir"
243120,"Description of problem:
/bin/pwd doesn't work when called using full path. 

Version-Release number of selected component (if applicable):
pwd (GNU coreutils) 5.97

How reproducible:

By just execute command using full path. 

Steps to Reproduce:
1. just run the command ""/bin/pwd"" getting error.
  
Actual results:
[suthan@falcon]~%
[suthan@falcon]~% pwd
/home/suthan
[suthan@falcon]~% /bin/pwd
/bin/pwd: cannot open directory `..': Permission denied
[suthan@falcon]~% pwd
/home/suthan
[suthan@falcon]~% tcsh
suthan has logged on pts/1 from solaris.
suthan has logged on smb/1 from xxxxxxx.
home{suthan}pwd
pwd: cannot open directory `..': Permission denied
Exit 1


Expected results:
[suthan@falcon]~% pwd
/home/suthan


Additional info:",/bin/pwd
242321,"Description of problem:

When trying to compile coreutils-6.9-2.fc7 from srpm the compilation fail with
errors:

In file included from utimecmp.c:34:
utimens.h:2: error: conflicting types for 'futimens'
///usr/include/sys/stat.h:370: error: previous declaration of 'futimens' was here
make[2]: *** [utimecmp.o] Error 1

Version-Release numbers of selected component (if applicable):

coreutils-6.9-2.fc7
glibc-2.6-3


How reproducible:

always

Steps to Reproduce:

1. download srpm of coreutils-6.9-2.fc7, decompress it or checkout sources from cvs
2. try to build
  
Actual results:

rpmbuild crash with errors

Expected results:

rpmbuild should rebuild that package without problem

Additional info:

it's light rain here in Brno",None
